content,score,at,clean,processed,sentiment
"mau refund gak ada jawaban dr pihak qpon sudah 2 hari , sudah beli 3 voucher tp tennat mengaku sudah tidak kerja sama",1,2026-02-14 15:49:05,mau refund gak ada jawaban dr pihak qpon sudah hari sudah beli voucher tp tennat mengaku sudah tidak kerja sama,refund dr qpon beli voucher tennat aku kerja,negative
"aplikasi buruk, tidak bisa login nomor WA ataupun nomor lain, dengan dalih akun tidak normal, anen",1,2026-02-14 13:48:42,aplikasi buruk tidak bisa login nomor wa ataupun nomor lain dengan dalih akun tidak normal anen,aplikasi buruk login nomor wa nomor dalih akun normal anen,negative
Syarat dan ketentuan penggunaan voucher di outlet dan yang tertulis di qpon berbeda.,1,2026-02-14 10:21:33,syarat dan ketentuan penggunaan voucher di outlet dan yang tertulis di qpon berbeda,syarat tentu guna voucher outlet tulis qpon beda,negative
makin kesini gak jelas saya mau refund di suruh kadaluarsa dulu setelah kadaluarsa saya ajukan refund ke wa kontak qpon malah gak di respon,1,2026-02-14 09:01:24,makin kesini gak jelas saya mau refund di suruh kadaluarsa dulu setelah kadaluarsa saya ajukan refund ke wa kontak qpon malah gak di respon,kesini refund suruh kadaluarsa kadaluarsa aju refund wa kontak qpon respon,negative
ga bisa log in,1,2026-02-14 07:56:04,ga bisa log in,log in,negative
servernya buruk sekali masa untuk beli kuponnya saja dipersulit hadeh parah,1,2026-02-14 02:14:26,servernya buruk sekali masa untuk beli kuponnya saja dipersulit hadeh parah,servernya buruk beli kupon sulit hadeh parah,negative
terimakasih lote,5,2026-02-13 14:30:21,terimakasih lote,terimakasih lote,positive
"qpon ini adalah aplikasi yang sangat buruk dan paling buruk yang saya alami terburuk dan amat buruk di mana kejadian yang menimpa saya pada saat saya membeli pizza menggunakan kupon. pada saat saya akan menggunakan di kupon tersebut tertulis berlaku 30 hari dan dapat ditukarkan di mana saja akan tetapi setelah dibeli malah diam-diam di refund jam 3 pagi, 6 jam saya membeli kupon tersebut dan pada saat kupon akan digunakan tidak bisa di pizza dominos. lebih buruknya tidak mendapat ganti rugi",1,2026-02-13 14:19:26,qpon ini adalah aplikasi yang sangat buruk dan paling buruk yang saya alami terburuk dan amat buruk di mana kejadian yang menimpa saya pada saat saya membeli pizza menggunakan kupon pada saat saya akan menggunakan di kupon tersebut tertulis berlaku hari dan dapat ditukarkan di mana saja akan tetapi setelah dibeli malah diam diam di refund jam pagi jam saya membeli kupon tersebut dan pada saat kupon akan digunakan tidak bisa di pizza dominos lebih buruknya tidak mendapat ganti rugi,qpon aplikasi buruk buruk alami buruk buruk jadi timpa beli pizza kupon kupon tulis laku tukar beli diam diam refund jam pagi jam beli kupon kupon pizza dominos buruk ganti rugi,negative
Good Job's... 👍👍😊,5,2026-02-13 13:05:11,good job s,good job,positive
Apl GK jelas di tuker ke outlet GK bisa katanya kesalahan aplikasi ngasih alamat nyaaa,1,2026-02-13 09:19:52,apl gk jelas di tuker ke outlet gk bisa katanya kesalahan aplikasi ngasih alamat nyaaa,apl tuker outlet salah aplikasi ngasih alamat nyaaa,negative
1016E42GPU pakai ini untuk beli roti o.,5,2026-02-13 01:48:05,e gpu pakai ini untuk beli roti o,gpu pakai beli roti,positive
tidak dapat masuk ke akun qpon,1,2026-02-12 22:36:59,tidak dapat masuk ke akun qpon,masuk akun qpon,negative
bad aplikasi,1,2026-02-12 13:38:50,bad aplikasi,bad aplikasi,negative
"waktu Mau Nuker Ke Domino vocher Tiba² Di Refund Sendiri sama Pihak Qpon tanpa konfirmasi atau alasan yang jelas, Padahal Udh jelas masa berlakunya 30 Hari eh Beli malem Pagi tiba² di refund sepihak Gak Jelas",1,2026-02-12 10:10:23,waktu mau nuker ke domino vocher tiba di refund sendiri sama pihak qpon tanpa konfirmasi atau alasan yang jelas padahal udh jelas masa berlakunya hari eh beli malem pagi tiba di refund sepihak gak jelas,nuker domino vocher refund qpon konfirmasi alas laku eh beli malem pagi refund,negative
"komplainan saya untuk pengembalian dana ,janji mereka 5-7 hari kerja , ini hari ke 8 dana belum masuk juga ga bener nih aplikasi",1,2026-02-12 03:28:59,komplainan saya untuk pengembalian dana janji mereka hari kerja ini hari ke dana belum masuk juga ga bener nih aplikasi,komplain kembali dana janji kerja dana masuk bener aplikasi,negative
"Jelek bgtt, lemot pula hadeh",2,2026-02-11 13:15:12,jelek bgtt lemot pula hadeh,jelek bgtt lot hadeh,negative
"Diskon nya gede. Ketika ada kendala, CS nya gercep dlm menanggapi dan memberi solusi. aplikasinya jg mudah digunakan. sukses terus ya.",5,2026-02-11 10:07:41,diskon nya gede ketika ada kendala cs nya gercep dlm menanggapi dan memberi solusi aplikasinya jg mudah digunakan sukses terus ya,diskon gede kendala cs gercep dlm tanggap solusi aplikasi jg mudah sukses ya,positive
"Pelayanan gangguan sangat cepat , dan sangat puad dengan semua pelayanannya 🙏👍🏻",5,2026-02-11 08:47:36,pelayanan gangguan sangat cepat dan sangat puad dengan semua pelayanannya,layan ganggu cepat puad layan,positive
promo teruss mantap,5,2026-02-11 01:03:22,promo teruss mantap,promo teruss mantap,positive
app payah mlh ke log out otomatis tanpa ada pemberitahuan sengaja ya biar rugi yg sdh beli pocer,1,2026-02-10 23:27:34,app payah mlh ke log out otomatis tanpa ada pemberitahuan sengaja ya biar rugi yg sdh beli pocer,app payah mlh log out otomatis pemberitahuan sengaja ya biar rugi sdh beli pocer,negative
banyak diskon nya,5,2026-02-10 19:02:43,banyak diskon nya,diskon,positive
"masa pas mau login ke ulang² berkali kali terus, pas akhirnya masuk di suruh isi kode referensi yg di kirimkan ke tamanmu gitu , aneh sih itu",1,2026-02-10 17:37:58,masa pas mau login ke ulang berkali kali terus pas akhirnya masuk di suruh isi kode referensi yg di kirimkan ke tamanmu gitu aneh sih itu,pas login ulang kali kali pas masuk suruh isi kode referensi kirim taman gitu aneh,negative
"sebenarnya aplikasinya bagus cuma saat saya mau check in harian malah muncul tulisan ""aktivitas ini offline"" itu kenapa ya?",4,2026-02-10 13:20:27,sebenarnya aplikasinya bagus cuma saat saya mau check in harian malah muncul tulisan aktivitas ini offline itu kenapa ya,aplikasi bagus check in hari muncul tulis aktivitas offline ya,positive
"ni apk masa cuma bisa dipakai sekali sih?, mau beli lagi pakai voucher pasti tulisannya terlalu banyak peminat, apa apaan???",5,2026-02-10 06:14:38,ni apk masa cuma bisa dipakai sekali sih mau beli lagi pakai voucher pasti tulisannya terlalu banyak peminat apa apaan,ni apk pakai beli pakai voucher tulis minat,positive
"aktivis mencurigakan katanyaa, idihh najis",1,2026-02-10 05:51:22,aktivis mencurigakan katanyaa idihh najis,aktivis curiga katanyaa idihh najis,negative
makin hemat jajan pake qpon... semoga makin banyak promo promo yg lebih bagus lagi,5,2026-02-10 04:55:36,makin hemat jajan pake qpon semoga makin banyak promo promo yg lebih bagus lagi,hemat jajan pake qpon moga promo promo bagus,positive
tidak bs dibuka,5,2026-02-09 16:02:49,tidak bs dibuka,bs buka,positive
"parah gabisa refund, penjelasan produk yg di tawarkan kurang detail",1,2026-02-09 14:47:25,parah gabisa refund penjelasan produk yg di tawarkan kurang detail,parah gabisa refund jelas produk tawar detail,negative
Aplikasi sampah,1,2026-02-09 13:48:48,aplikasi sampah,aplikasi sampah,negative
"Aplikasi ABAL-ABAL. Singkat cerita kemarin saya beli makanan via aplikasi ini dan uang sudah di transfer sesuai dgn kode pembayaran yg tertera namun di pesanannya statusnya masih menunggu pembayaran sementara uang sudah di transfer ke rek. QPON. GAK FAEDAH APLIKASI INI. BLACKLIST kan aja Aplikasi inii, PENIPU !!!!",1,2026-02-09 11:53:07,aplikasi abal abal singkat cerita kemarin saya beli makanan via aplikasi ini dan uang sudah di transfer sesuai dgn kode pembayaran yg tertera namun di pesanannya statusnya masih menunggu pembayaran sementara uang sudah di transfer ke rek qpon gak faedah aplikasi ini blacklist kan aja aplikasi inii penipu,aplikasi abal abal singkat cerita kemarin beli makan via aplikasi uang transfer sesuai dgn kode bayar tera pesan status tunggu bayar uang transfer rek qpon faedah aplikasi blacklist aplikasi ini tipu,negative
"dana penarikan dr saldo refund sudah 3hr tidak masuk"" ke rekening saya,,,tolong pihak Qpon dicek dan dievaluasi aplikasinya biar pengguna gk rugi😵😌",2,2026-02-09 11:10:43,dana penarikan dr saldo refund sudah hr tidak masuk ke rekening saya tolong pihak qpon dicek dan dievaluasi aplikasinya biar pengguna gk rugi,dana tari dr saldo refund hr masuk rekening tolong qpon cek evaluasi aplikasi biar guna rugi,negative
ko gabisa daftar akun si,1,2026-02-09 10:43:36,ko gabisa daftar akun si,ko gabisa daftar akun si,negative
good services,5,2026-02-09 08:31:53,good services,good services,positive
Boikot apk gajelas ini,1,2026-02-09 07:12:45,boikot apk gajelas ini,boikot apk gajelas,negative
"baru pertama kali download dan pertama kali jga login ko malah gabisa si? terdeteksi ini itu, apk gajelas!!!!",1,2026-02-09 05:41:50,baru pertama kali download dan pertama kali jga login ko malah gabisa si terdeteksi ini itu apk gajelas,kali download kali jga login ko gabisa si deteksi apk gajelas,negative
tidak bisa login selalu ada alesan nomor tidak terdeteksi,1,2026-02-09 04:51:08,tidak bisa login selalu ada alesan nomor tidak terdeteksi,login alesan nomor deteksi,negative
"Jangan unduh, sudah tidak bisa digunakan lagi. Klik beli voucher tulisannya terlalu banyak peminat, gtu2 trs ngga bisa dibeli. Fitur chek in jga sdh tdk ada, kolom flashsale diklik tulisannya habis trs pdhl aslinya ngga ada.",1,2026-02-09 02:53:59,jangan unduh sudah tidak bisa digunakan lagi klik beli voucher tulisannya terlalu banyak peminat gtu trs ngga bisa dibeli fitur chek in jga sdh tdk ada kolom flashsale diklik tulisannya habis trs pdhl aslinya ngga ada,unduh klik beli voucher tulis minat gtu trs ngga beli fitur chek in jga sdh tdk kolom flashsale klik tulis habis trs pdhl asli ngga,negative
banyak diskon,5,2026-02-09 02:08:55,banyak diskon,diskon,positive
"saat pengguna pertama dpt vocer yg max 27rb tp stlah itu lanjut vocer yg stelahnya gk bisa, woi ini bayar bukan gratisan, dipersulit",1,2026-02-09 00:50:51,saat pengguna pertama dpt vocer yg max rb tp stlah itu lanjut vocer yg stelahnya gk bisa woi ini bayar bukan gratisan dipersulit,guna dpt vocer max rb stlah vocer stelahnya woi bayar gratis sulit,negative
"aplikasi aneh,ngasih kebijakan yang gak masuk akal orng mau refund voucher aja kok harus nunggu expired,bukan nunggu expired ituma nunggu lupa. GAK RECOMMENDED",1,2026-02-08 16:51:03,aplikasi aneh ngasih kebijakan yang gak masuk akal orng mau refund voucher aja kok harus nunggu expired bukan nunggu expired ituma nunggu lupa gak recommended,aplikasi aneh ngasih bijak masuk akal orng refund voucher nunggu expired nunggu expired ituma nunggu lupa recommended,negative
"kalau ada bintang nol saya kasih bintang nol sekalian, kecewa berat seperti ditipu pemesanan makanan tgl 02.02.2026 udah payment, katanya batas penukaran 30 hari tapi kenapa tgl 04.02.2026 kadaluarsa hangus sia sia duit ku 48k walaupun bukan nominal gede tapi ini rasa sangat mengecewakan",1,2026-02-08 13:17:39,kalau ada bintang nol saya kasih bintang nol sekalian kecewa berat seperti ditipu pemesanan makanan tgl udah payment katanya batas penukaran hari tapi kenapa tgl kadaluarsa hangus sia sia duit ku k walaupun bukan nominal gede tapi ini rasa sangat mengecewakan,bintang nol kasih bintang nol kecewa berat tipu mesan makan tgl payment batas tukar tgl kadaluarsa hangus sia sia duit ku nominal gede kecewa,negative
Sangat cocok untuk di gunakan,5,2026-02-08 11:21:22,sangat cocok untuk di gunakan,cocok,positive
"apasih mau login ga bisa? jujur aku ga pernah make nomorku di apk ini, why dicurigai? make aja ga pernah... gapunya akun aku... kurang ajar aku disuspect😭😭",1,2026-02-08 07:57:32,apasih mau login ga bisa jujur aku ga pernah make nomorku di apk ini why dicurigai make aja ga pernah gapunya akun aku kurang ajar aku disuspect,apasih login jujur make nomor apk why curiga make gapunya akun ajar disuspect,negative
"main refund sepihak, seenak jidat wkwk, g jelas giliran kita ngajuin susahnya bukan main !!!",1,2026-02-07 22:50:27,main refund sepihak seenak jidat wkwk g jelas giliran kita ngajuin susahnya bukan main,main refund enak jidat wkwk gilir ngajuin susah main,negative
"mending di uninstal saja apk nya, maen cancel sepihak ga sesuai SNK!!! padahal tertulis kupon tidak bisa di refund!!!",1,2026-02-07 16:42:06,mending di uninstal saja apk nya maen cancel sepihak ga sesuai snk padahal tertulis kupon tidak bisa di refund,mending uninstal apk maen cancel sesuai snk tulis kupon refund,negative
"Dari hari Minggu tgl 25 Januari 2026 ga bisa login2 ke aplikasi. HAPUS SAJA AKUN GW DARI SISTEM KALIAN, UDAH CHAT CS KATANYA DIBILANG BUKAN PUNYA PRIBADI. KAN TOLOL!!!",1,2026-02-07 12:07:45,dari hari minggu tgl januari ga bisa login ke aplikasi hapus saja akun gw dari sistem kalian udah chat cs katanya dibilang bukan punya pribadi kan tolol,minggu tgl januari login aplikasi hapus akun gw sistem chat cs bilang pribadi tolol,negative
bad apk,1,2026-02-07 11:01:49,bad apk,bad apk,negative
"gabisa bayarrr tulisannya ""terlalu banyak peminat, coba lagi nanti"" gimana iniii! udah dari bulan kemaren masih aja gini terus",1,2026-02-07 08:47:51,gabisa bayarrr tulisannya terlalu banyak peminat coba lagi nanti gimana iniii udah dari bulan kemaren masih aja gini terus,gabisa bayarrr tulis minat coba gimana iniii kemaren gin,negative
"platform abal, voc di refund seenaknya tanpa info ke customer",1,2026-02-07 08:24:58,platform abal voc di refund seenaknya tanpa info ke customer,platform abal voc refund info customer,negative
"apk jelek, udh beli VOC malah di refund tanpa ada pemberitahuan",1,2026-02-07 08:23:48,apk jelek udh beli voc malah di refund tanpa ada pemberitahuan,apk jelek beli voc refund pemberitahuan,negative
aplikasi kocak direfund sepihak dan tidak ada kompensasi voucher,1,2026-02-07 07:02:54,aplikasi kocak direfund sepihak dan tidak ada kompensasi voucher,aplikasi kocak direfund kompensasi voucher,negative
seenaknya maen cancel voucer yg mereka jual sendiri,1,2026-02-07 06:49:14,seenaknya maen cancel voucer yg mereka jual sendiri,maen cancel voucer jual,negative
"toko penukaran qpon tutup dikota saya, yang lain menolak, gak bisa refund, chat cs gak dibalas, balikin duit saya woiiii",1,2026-02-07 06:47:42,toko penukaran qpon tutup dikota saya yang lain menolak gak bisa refund chat cs gak dibalas balikin duit saya woiiii,toko tukar qpon tutup kota tolak refund chat cs balas balikin duit woiiii,negative
"apk penipuan publik, ngasih prmo tapi tbtb di batalkan sepihak.. klo kita yg beli minta refund aja susah, ini main refund sendiri.. snk nya aja vocer yg udh di beli tidak bisa di refund.. ini mah curang dia yg promoin dia yg refund juga. parah",1,2026-02-07 05:17:35,apk penipuan publik ngasih prmo tapi tbtb di batalkan sepihak klo kita yg beli minta refund aja susah ini main refund sendiri snk nya aja vocer yg udh di beli tidak bisa di refund ini mah curang dia yg promoin dia yg refund juga parah,apk tipu publik ngasih prmo tbtb batal beli refund susah main refund snk vocer beli refund mah curang promoin refund parah,negative
refund sepihak gajelas,1,2026-02-07 04:47:15,refund sepihak gajelas,refund gajelas,negative
Pembatalan sepihak,1,2026-02-07 04:25:28,pembatalan sepihak,batal,negative
"RUGI BGT GA JELAS GA ADA KELANJUTAN BANTUAN DARI QPON, VOUCHER KEDALUWARSA BELI 3 HARI YG LALU. RUGI BGT.",1,2026-02-07 04:21:05,rugi bgt ga jelas ga ada kelanjutan bantuan dari qpon voucher kedaluwarsa beli hari yg lalu rugi bgt,rugi lanjut bantu qpon voucher kedaluwarsa beli rugi,negative
"pelanggaran kode etik dan perjanjian end user jatuhnya ya, developer mengutak atik di dalam aplikasi customer tanpa persetujuan customer. Voucher2 yang sudah diklaim direfund secara sepihak, giliran customer refund lamanya minta ampun.",1,2026-02-07 04:02:56,pelanggaran kode etik dan perjanjian end user jatuhnya ya developer mengutak atik di dalam aplikasi customer tanpa persetujuan customer voucher yang sudah diklaim direfund secara sepihak giliran customer refund lamanya minta ampun,langgar kode etik janji end user jatuh ya developer kutak atik aplikasi customer tuju customer voucher klaim direfund gilir customer refund ampun,negative
